lot,lat,axis,uf,value
-53256,-24529,Nova Aurora,PR,7002
-52569,-24673,Nova Cantu,PR,4939
-52205,-23184,Nova Esperança,PR,1576
-53263,-25907,Nova Esperança do Sudoeste,PR,539
-50564,-23432,Nova Fátima,PR,9450
-52541,-25307,Nova Laranjeiras,PR,4814
-52985,-22766,Nova Londrina,PR,8921
-53089,-23472,Nova Olímpia,PR,406
-53347,-25633,Nova Prata do Iguaçu,PR,6872
-50724,-23597,Nova Santa Bárbara,PR,6415
-53953,-24466,Nova Santa Rosa,PR,5064
-51945,-24438,Nova Tebas,PR,2738
-51507,-23764,Novo Itacolomi,PR,6932
-50949,-24208,Ortigueira,PR,1645
-52199,-23405,Ourizona,PR,2907
-53903,-24805,Ouro Verde do Oeste,PR,139
-52049,-23458,Paiçandu,PR,5375
-51991,-26484,Palmas,PR,541
-50006,-25429,Palmeira,PR,8382
-52203,-24893,Palmital,PR,6804
-53.84,-24284,Palotina,PR,1129
-52602,-23281,Paraíso do Norte,PR,3586
-52151,-22.93,Paranacity,PR,1896
-48509,-25.52,Paranaguá,PR,4713
-52098,-22634,Paranapoema,PR,2820
-52465,-23073,Paranavaí,PR,5302
-54225,-24626,Pato Bragado,PR,3723
-52671,-26229,Pato Branco,PR,2589
-50938,-26208,Paula Freitas,PR,4537
-50836,-26.04,Paulo Frontin,PR,8829
-52343,-23913,Peabiru,PR,9740
-53.41,-23896,Perobal,PR,1145
-53684,-23805,Pérola,PR,7962
-53.74,-25824,Pérola d'Oeste,PR,9978
-49429,-26098,Piên,PR,4346
-49193,-25445,Pinhais,PR,6119
-53483,-26.03,Pinhal de São Bento,PR,8366
-50056,-23793,Pinhalão,PR,3277
-51.66,-25696,Pinhão,PR,8831
-49949,-24526,Piraí do Sul,PR,9356
-49063,-25442,Piraquara,PR,1721
-51761,-24757,Pitanga,PR,6960
-51586,-23231,Pitangueiras,PR,1173
-52914,-23007,Planaltina do Paraná,PR,6283
-53766,-25716,Planalto,PR,6961
-50162,-25095,Ponta Grossa,PR,8636
-48511,-25674,Pontal do Paraná,PR,4424
-51379,-22756,Porecatu,PR,9026
-49.89,-25545,Porto Amazonas,PR,6799
-52408,-25547,Porto Barreiro,PR,2477
-53267,-22772,Porto Rico,PR,885
-51232,-26161,Porto Vitória,PR,5712
-51442,-23039,Prado Ferreira,PR,9498
-53.74,-26.02,Pranchita,PR,1474
-52152,-23278,Presidente Castelo Branco,PR,3750
-51028,-22851,Primeiro de Maio,PR,8490
-50978,-25213,Prudentópolis,PR,5948
-53076,-24279,Quarto Centenário,PR,7801
-49914,-23567,Quatiguá,PR,3441
-49077,-25366,Quatro Barras,PR,4126
-53977,-24575,Quatro Pontes,PR,7548
-52908,-25.45,Quedas do Iguaçu,PR,5411
-53484,-23084,Querência do Norte,PR,2434
-52.13,-23852,Quinta do Sol,PR,2539
-49498,-25872,Quitandinha,PR,8297
-54025,-25.12,Ramilândia,PR,7297
-50913,-23.07,Rancho Alegre,PR,1641
-52954,-24307,Rancho Alegre d'Oeste,PR,7429
-53527,-25767,Realeza,PR,5598
-50693,-25621,Rebouças,PR,4364
-52969,-26158,Renascença,PR,5374
-50851,-24.65,Reserva,PR,4277
-52028,-25839,Reserva do Iguaçu,PR,8504
-49758,-23194,Ribeirão Claro,PR,6608
-50357,-23408,Ribeirão do Pinhal,PR,4931
-50796,-25733,Rio Azul,PR,9160
-51411,-23762,Rio Bom,PR,9726
-52526,-25491,Rio Bonito do Iguaçu,PR,5317
-51313,-24324,Rio Branco do Ivaí,PR,8836
-49314,-25.19,Rio Branco do Sul,PR,9614
-49798,-26106,Rio Negro,PR,7274
-51369,-23.31,Rolândia,PR,1504
-52275,-24603,Roncador,PR,2375
-52761,-23411,Rondon,PR,3355
-51275,-24278,Rosário do Ivaí,PR,5446
-51553,-23318,Sabáudia,PR,2948
-53361,-26.17,Salgado Filho,PR,2686
-49626,-23601,Salto do Itararé,PR,7590
-53309,-25784,Salto do Lontra,PR,8468
-50424,-23266,Santa Amélia,PR,2148
-50784,-23517,Santa Cecília do Pavão,PR,9571
-53297,-22953,Santa Cruz de Monte Castelo,PR,8271
-51805,-23038,Santa Fé,PR,5909
-54333,-24.86,Santa Helena,PR,4400
-51903,-22638,Santa Inês,PR,7778
-53197,-23003,Santa Isabel do Ivaí,PR,7796
-53484,-25821,Santa Izabel do Oeste,PR,6659
-53566,-25407,Santa Lúcia,PR,6500
-51863,-24939,Santa Maria do Oeste,PR,4242
-50519,-23151,Santa Mariana,PR,6856
-53109,-23108,Santa Mônica,PR,8883
-53633,-25052,Santa Tereza do Oeste,PR,7992
-54488,-25362,Santa Terezinha de Itaipu,PR,9271
-49629,-23755,Santana do Itararé,PR,8089
-50077,-23295,Santo Antônio da Platina,PR,7844
-52342,-22735,Santo Antônio do Caiuá,PR,8941
-50646,-23494,Santo Antônio do Paraíso,PR,8970
-53723,-26.07,Santo Antônio do Sudoeste,PR,3803
-51794,-22698,Santo Inácio,PR,9639
-52476,-23315,São Carlos do Ivaí,PR,1028
-50741,-23728,São Jerônimo da Serra,PR,5772
-52725,-25828,São João,PR,7352
-52337,-22852,São João do Caiuá,PR,7648
-51818,-23.98,São João do Ivaí,PR,2050
-50297,-25683,São João do Triunfo,PR,6441
-52918,-25706,São Jorge d'Oeste,PR,4869
-52293,-23433,São Jorge do Ivaí,PR,1722
-53927,-23741,São Jorge do Patrocínio,PR,9388
-49652,-23916,São José da Boa Vista,PR,9469
-54064,-24838,São José das Palmeiras,PR,6809
-49206,-25535,São José dos Pinhais,PR,7172
-52644,-23403,São Manoel do Paraná,PR,8113
-50383,-25874,São Mateus do Sul,PR,2220
-54238,-25348,São Miguel do Iguaçu,PR,6999
-53855,-24936,São Pedro do Iguaçu,PR,1293
-51856,-23865,São Pedro do Ivaí,PR,5772
-53.22,-22824,São Pedro do Paraná,PR,8401
-50761,-23465,São Sebastião da Amoreira,PR,1039
-52591,-23538,São Tomé,PR,4388
-50.58,-23911,Sapopema,PR,9917
-51874,-23444,Sarandi,PR,6568
-52619,-25694,Saudade do Iguaçu,PR,2659
-49464,-24113,Sengés,PR,4849
-54052,-25.38,Serranópolis do Iguaçu,PR,2363
-50838,-23037,Sertaneja,PR,5273
-51036,-23059,Sertanópolis,PR,4470
-49834,-23689,Siqueira Campos,PR,1846
-52722,-25702,Sulina,PR,2244
-51097,-23723,Tamarana,PR,2742
-52469,-23.2,Tamboara,PR,4756
-52873,-23733,Tapejara,PR,8624
-53068,-23323,Tapira,PR,8086
-50461,-25368,Teixeira Soares,PR,9867
-50616,-24324,Telêmaco Borba,PR,9721
-52444,-23768,Terra Boa,PR,2699
-52617,-22709,Terra Rica,PR,3461
-54097,-24157,Terra Roxa,PR,1415
-50414,-24509,Tibagi,PR,1877
-49199,-25928,Tijucas do Sul,PR,3296
-53743,-24714,Toledo,PR,5564
-49.95,-23778,Tomazina,PR,7528
-53181,-25419,Três Barras do Paraná,PR,5308
-49086,-24974,Tunas do Paraná,PR,6942
-52876,-23871,Tuneiras do Oeste,PR,3019
-53512,-24588,Tupãssi,PR,7482
-51.53,-25043,Turvo,PR,8523
-52988,-24545,Ubiratã,PR,7947
-53325,-23766,Umuarama,PR,4792
-51086,-26.23,União da Vitória,PR,4526
-52157,-23087,Uniflor,PR,2328
-50796,-23198,Uraí,PR,6468
-50243,-24246,Ventania,PR,6712
-53877,-25058,Vera Cruz do Oeste,PR,3942
-52908,-25881,Verê,PR,7575
-53728,-23508,Vila Alta,PR,4773
-52199,-25381,Virmond,PR,1236
-52784,-26277,Vitorino,PR,5843
-49803,-23874,Wenceslau Braz,PR,4989
-53.49,-23736,Xambrê,PR,7885
-44318,-23007,Angra dos Reis,RJ,7011
-42103,-21621,Aperibé,RJ,1132
-42343,-22873,Araruama,RJ,1079
-43106,-22231,Areal,RJ,695
-41882,-22747,Armação dos Búzios,RJ,4632
-42028,-22966,Arraial do Cabo,RJ,9403
-43826,-22.47,Barra do Piraí,RJ,3393
-44171,-22544,Barra Mansa,RJ,5375
-43399,-22764,Belford Roxo,RJ,6199
-42419,-22152,Bom Jardim,RJ,3095
-41.68,-21134,Bom Jesus do Itabapoana,RJ,7449
-42019,-22879,Cabo Frio,RJ,4306
-42653,-22463,Cachoeiras de Macacu,RJ,3534
-41911,-21575,Cambuci,RJ,961
-41324,-21754,Campos dos Goytacazes,RJ,4232
-42368,-21981,Cantagalo,RJ,5137
-41661,-22187,Carapebus,RJ,3157
-41616,-21488,Cardoso Moreira,RJ,3067
-42609,-21934,Carmo,RJ,4119
-42204,-22481,Casimiro de Abreu,RJ,3966
-43205,-22029,Comendador Levy Gasparian,RJ,7732
-41868,-22085,Conceição de Macabu,RJ,1328
-42361,-22029,Cordeiro,RJ,6758
-42522,-22051,Duas Barras,RJ,8283
-43312,-22786,Duque de Caxias,RJ,9908
-43678,-22.55,Engenheiro Paulo de Frontin,RJ,6347
-42982,-22537,Guapimirim,RJ,2334
-42229,-22839,Iguaba Grande,RJ,2362
-42859,-22744,Itaboraí,RJ,8448
-43775,-22852,Itaguaí,RJ,6496
-41691,-21421,Italva,RJ,4295
-42082,-21679,Itaocara,RJ,8474
-41888,-21205,Itaperuna,RJ,4799
-44563,-22496,Itatiaia,RJ,3849
-43653,-22643,Japeri,RJ,7498
-42123,-21206,Laje do Muriaé,RJ,4948
-41787,-22371,Macaé,RJ,7412
-42253,-21984,Macuco,RJ,8389
-43041,-22653,Magé,RJ,3453
-44041,-22.96,Mangaratiba,RJ,669
-42819,-22919,Maricá,RJ,9883
-43733,-22527,Mendes,RJ,1455
-43469,-22454,Miguel Pereira,RJ,9154
-42197,-21412,Miracema,RJ,5081
-41973,-21042,Natividade,RJ,5247
-43414,-22808,Nilópolis,RJ,8286
-43104,-22883,Niterói,RJ,4948
-42531,-22282,Nova Friburgo,RJ,6117
-43451,-22759,Nova Iguaçu,RJ,3568
-43709,-22611,Paracambi,RJ,1109
-43293,-22162,Paraíba do Sul,RJ,5754
-44713,-23218,Parati,RJ,2831
-43419,-22429,Paty do Alferes,RJ,6512
-43179,-22505,Petrópolis,RJ,3456
-44001,-22513,Pinheiral,RJ,7915
-43898,-22629,Piraí,RJ,4687
-42041,-20963,Porciúncula,RJ,5515
-44.29,-22.42,Porto Real,RJ,9573
-44258,-22407,Quatis,RJ,1778
-43555,-22716,Queimados,RJ,1455
-41472,-22107,Quissamã,RJ,8213
-44447,-22469,Resende,RJ,9422
-42626,-22708,Rio Bonito,RJ,6151
-44136,-22723,Rio Claro,RJ,9781
-43586,-22168,Rio das Flores,RJ,5349
-41945,-22527,Rio das Ostras,RJ,9947
-43208,-22903,Rio de Janeiro,RJ,1644
-42008,-21955,Santa Maria Madalena,RJ,4803
-42.18,-21539,Santo Antônio de Pádua,RJ,3426
-41747,-21646,São Fidélis,RJ,1502
-40961,-21302,São Francisco de Itabapoana,RJ,374
-43054,-22827,São Gonçalo,RJ,7899
-41051,-21.64,São João da Barra,RJ,7935
-43372,-22804,São João de Meriti,RJ,1842
-41943,-21358,São José de Ubá,RJ,8272
-42924,-22151,São José do Vale do Rio Preto,RJ,9442
-42103,-22839,São Pedro da Aldeia,RJ,130
-42135,-21957,São Sebastião do Alto,RJ,9569
-42914,-21995,Sapucaia,RJ,6643
-42.51,-22.92,Saquarema,RJ,7631
-43708,-22744,Seropédica,RJ,1797
-42392,-22651,Silva Jardim,RJ,1598
-42675,-22.05,Sumidouro,RJ,2959
-42714,-22.73,Tanguá,RJ,8987
-42966,-22412,Teresópolis,RJ,7721
-42066,-22063,Trajano de Morais,RJ,8514
-43209,-22117,Três Rios,RJ,7665
-43.7,-22246,Valença,RJ,5737
-41869,-20931,Varre-Sai,RJ,2734
-43663,-22404,Vassouras,RJ,7474
-44104,-22523,Volta Redonda,RJ,3749
-36639,-6436,Acari,RN,8211
-36909,-5577,Açu,RN,5620
-36506,-5498,Afonso Bezerra,RN,801
-38297,-6209,Água Nova,RN,489
-38016,-6413,Alexandria,RN,6087
-37766,-6152,Almino Afonso,RN,315
-36762,-5288,Alto do Rodrigues,RN,3167
-36601,-5666,Angicos,RN,330
-37906,-6213,Antônio Martins,RN,1423
-37799,-5664,Apodi,RN,2900
-37137,-4956,Areia Branca,RN,3126
-35.16,-6194,Arês,RN,5088
-37.31,-5864,Augusto Severo,RN,4286
-35008,-6369,Baía Formosa,RN,309
-37617,-5.08,Baraúna,RN,7645
-35926,-5951,Barcelona,RN,1116
-35.82,-5694,Bento Fernandes,RN,8010
-36413,-5988,Bodó,RN,9103
-35581,-5984,Bom Jesus,RN,7590
-35357,-6191,Brejinho,RN,7960
-35959,-5093,Caiçara do Norte,RN,5267
-35998,-5.76,Caiçara do Rio do Vento,RN,8497
-37098,-6458,Caicó,RN,4867
-36183,-6243,Campo Redondo,RN,6919
-35129,-6.38,Canguaretama,RN,2227
-37557,-5793,Caraúbas,RN,5461
-36595,-6556,Carnaúba dos Dantas,RN,3485
-36834,-5348,Carnaubais,RN,5888
-35426,-5634,Ceará-Mirim,RN,5618
-36346,-6046,Cerro Corá,RN,1594
-36215,-6383,Coronel Ezequiel,RN,9430
-38444,-6.26,Coronel João Pessoa,RN,8769
-36.79,-6412,Cruzeta,RN,9503
-36515,-6261,Currais Novos,RN,6504
-38375,-6094,Doutor Severiano,RN,245
-38306,-6111,Encanto,RN,1363
-36718,-6945,Equador,RN,5207
-35309,-6332,Espírito Santo,RN,8032
-35307,-5706,Extremoz,RN,5547
-37689,-5603,Felipe Guerra,RN,9173
-36531,-5697,Fernando Pedroza,RN,3053
-36818,-6127,Florânia,RN,2312
-38119,-6078,Francisco Dantas,RN,1606
-37.84,-6158,Frutuoso Gomes,RN,9664
-36275,-5091,Galinhos,RN,9240
-35.21,-6267,Goianinha,RN,1399
-37521,-5459,Governador Dix-Sept Rosado,RN,7772
-37155,-4.98,Grossos,RN,2839
-36.32,-5108,Guamaré,RN,8423
-35553,-5824,Ielmo Marinho,RN,3729
-36855,-5498,Ipanguaçu,RN,7930
-37199,-6814,Ipueira,RN,4618
-36871,-5644,Itajá,RN,6475
-37993,-5.84,Itaú,RN,2663
-36205,-6426,Jaçanã,RN,7466
-36128,-5356,Jandaíra,RN,5681
-37409,-6016,Janduís,RN,6224
-35601,-6158,Januário Cicco,RN,1868
-35947,-6465,Japi,RN,9106
-35969,-5654,Jardim de Angicos,RN,896
-37352,-6379,Jardim de Piranhas,RN,1440
-36774,-6584,Jardim do Seridó,RN,2505
-35.82,-5538,João Câmara,RN,2132
-37796,-6274,João Dias,RN,3851
-38281,-6317,José da Penha,RN,1685
-37.02,-6034,Jucurutu,RN,8447
-35598,-6391,Lagoa d'Anta,RN,4364
-35438,-6149,Lagoa de Pedras,RN,3485
-35872,-6004,Lagoa de Velhos,RN,1748
-36469,-6096,Lagoa Nova,RN,2525
-35494,-6134,Lagoa Salgada,RN,8
-36245,-5.7,Lajes,RN,7497
-36117,-6.15,Lajes Pintadas,RN,3247
-37816,-6.12,Lucrécia,RN,9175
-38389,-6414,Luís Gomes,RN,6036
-35354,-5858,Macaíba,RN,9048
-36634,-5115,Macau,RN,5272
-38324,-6406,Major Sales,RN,6935
-38167,-6294,Marcelino Vieira,RN,6324
-37911,-6088,Martins,RN,1731
-35262,-5516,Maxaranguape,RN,9524
-37514,-6079,Messias Targino,RN,4955
-35288,-6486,Montanhas,RN,3821
-35332,-6068,Monte Alegre,RN,3553
-35783,-6441,Monte das Gameleiras,RN,3384
-37344,-5188,Mossoró,RN,9819
-35209,-5795,Natal,RN,6847
-35209,-6091,Nísia Floresta,RN,7616
-35434,-6478,Nova Cruz,RN,6494
-37706,-5956,Olho-d'Água do Borges,RN,8921
-36946,-6701,Ouro Branco,RN,5543
-38313,-6486,Paraná,RN,4118
-37101,-5774,Paraú,RN,8408
-35838,-5223,Parazinho,RN,9850
-36658,-6688,Parelhas,RN,1927
-35263,-5916,Parnamirim,RN,2816
-35643,-6436,Passa e Fica,RN,2466
-35378,-6279,Passagem,RN,9496
-37637,-6.11,Patu,RN,9480
-38209,-6111,Pau dos Ferros,RN,697
-35879,-5.15,Pedra Grande,RN,1486
-36105,-5583,Pedra Preta,RN,3729
-36388,-5522,Pedro Avelino,RN,1494
-35221,-6439,Pedro Velho,RN,4305
-36722,-5.26,Pendências,RN,9437
-38043,-6269,Pilões,RN,3862
-35663,-5623,Poço Branco,RN,7012
-37988,-6024,Portalegre,RN,5611
-36782,-5068,Porto do Mangue,RN,4843
-35713,-6106,Presidente Juscelino,RN,969
-35556,-5467,Pureza,RN,5283
-38226,-6195,Rafael Fernandes,RN,2321
-37717,-6076,Rafael Godeiro,RN,3820
-37946,-5936,Riacho da Cruz,RN,5252
-38316,-6263,Riacho de Santana,RN,5764
-35825,-5815,Riachuelo,RN,6375
-35383,-5273,Rio do Fogo,RN,6683
-38.06,-5788,Rodolfo Fernandes,RN,7920
-35935,-5881,Ruy Barbosa,RN,2782
-36023,-6229,Santa Cruz,RN,1029
-35695,-5.84,Santa Maria,RN,7512
-36656,-5958,Santana do Matos,RN,4324
-36733,-6771,Santana do Seridó,RN,6110
-35479,-6311,Santo Antônio,RN,7897
-36068,-5078,São Bento do Norte,RN,6077
-36087,-6342,São Bento do Trairí,RN,227
-37184,-6376,São Fernando,RN,1382
-38152,-5975,São Francisco do Oeste,RN,6835
-35329,-5793,São Gonçalo do Amarante,RN,2393
-37201,-6718,São João do Sabugi,RN,3122
-35238,-6075,São José de Mipibu,RN,6641
-35714,-6316,São José do Campestre,RN,7190
-36878,-6449,São José do Seridó,RN,383
-38497,-6212,São Miguel,RN,2211
-35639,-5125,São Miguel de Touros,RN,998
-35763,-5895,São Paulo do Potengi,RN,9330
-35634,-5898,São Pedro,RN,6588
-36921,-5799,São Rafael,RN,2170
-36075,-5973,São Tomé,RN,308
-36684,-6216,São Vicente,RN,7556
-35693,-6036,Senador Elói de Souza,RN,2548
-35123,-6163,Senador Georgino Avelino,RN,8821
-35704,-6417,Serra de São Bento,RN,2515
-37029,-5.17,Serra do Mel,RN,499
-37397,-6666,Serra Negra do Norte,RN,5972
-35499,-6276,Serrinha,RN,3448
-37956,-6.11,Serrinha dos Pintos,RN,3099
-37958,-5777,Severiano Melo,RN,6083
-35911,-6104,Sítio Novo,RN,3268
-38045,-5.93,Taboleiro Grande,RN,811
-35597,-5622,Taipu,RN,9830
-35802,-6199,Tangará,RN,3475
-38.18,-6465,Tenente Ananias,RN,6581
-36719,-6148,Tenente Laurentino Cruz,RN,6604
-37253,-4837,Tibau,RN,1643
-35092,-6187,Tibau do Sul,RN,3060
-37274,-6465,Timbaúba dos Batistas,RN,2795
-35461,-5199,Touros,RN,8707
-37189,-5867,Triunfo Potiguar,RN,1894
-37814,-5991,Umarizal,RN,1417
-37258,-5642,Upanema,RN,3341
-35376,-6348,Várzea,RN,3024
-38484,-6326,Venha-Ver,RN,1504
-35428,-6044,Vera Cruz,RN,9900
-37944,-5994,Viçosa,RN,3570
-35077,-6314,Vila Flor,RN,9856
-61907,-11944,Alta Floresta d'Oeste,RO,5992
-61851,-12128,Alto Alegre dos Parecis,RO,9949
-63321,-9713,Alto Paraíso,RO,6054
-62389,-11408,Alvorada d'Oeste,RO,6560
-63041,-9913,Ariquemes,RO,6197
-63829,-10212,Buritis,RO,5045
-60554,-13498,Cabixi,RO,9730
-62896,-10.34,Cacaulândia,RO,5685
-61448,-11438,Cacoal,RO,4518
-63612,-10598,Campo Novo de Rondônia,RO,8456
-63696,-8.81,Candeias do Jamari,RO,9319
-61957,-11418,Castanheiras,RO,8020
-60812,-13189,Cerejeiras,RO,338
-60.9,-12552,Chupinguaia,RO,7088
-60542,-13117,Colorado do Oeste,RO,6584
-60887,-12962,Corumbiara,RO,1988
-64227,-12445,Costa Marques,RO,9550
-62585,-9363,Cujubim,RO,5890
-61013,-11525,Espigão d'Oeste,RO,5846
-62644,-10526,Governador Jorge Teixeira,RO,5032
-65339,-10783,Guajará-Mirim,RO,2242
-63.18,-9205,Itapuã do Oeste,RO,9186
-62466,-10439,Jaru,RO,8335
-61944,-10882,Ji-Paraná,RO,31
-61981,-9444,Machadinho d'Oeste,RO,4318
-61517,-11075,Ministro Andreazza,RO,8647
-62675,-11.03,Mirante da Serra,RO,339
-63324,-10295,Monte Negro,RO,4146
-62268,-11.71,Nova Brasilândia d'Oeste,RO,4046
-65331,-10411,Nova Mamoré,RO,93
-62561,-10904,Nova União,RO,445
-61995,-11696,Novo Horizonte do Oeste,RO,2527
-62248,-10716,Ouro Preto do Oeste,RO,4037
-61601,-12196,Parecis,RO,9894
-61193,-11673,Pimenta Bueno,RO,817
-61047,-13483,Pimenteiras do Oeste,RO,6880
-63904,-8762,Porto Velho,RO,641
-61901,-11176,Presidente Médici,RO,2799
-61323,-11817,Primavera de Rondônia,RO,4771
-62.9,-9705,Rio Crespo,RO,3391
-61783,-11672,Rolim de Moura,RO,66
-61782,-11872,Santa Luzia d'Oeste,RO,6085
-61502,-11903,São Felipe d'Oeste,RO,4616
-63568,-12052,São Francisco do Guaporé,RO,3371
-62684,-11681,São Miguel do Guaporé,RO,3746
-63031,-11798,Seringueiras,RO,9067
-62249,-10918,Teixeirópolis,RO,9341
-62358,-10239,Theobroma,RO,1056
-62361,-11141,Urupá,RO,4247
-62186,-9863,Vale do Anari,RO,9461
-62134,-10449,Vale do Paraíso,RO,5619
-60146,-12741,Vilhena,RO,3690
-61498,2896,Alto Alegre,RR,470
-61371,3652,Amajari,RR,6270
-60673,2.82,Boa Vista,RR,616
-59833,3.36,Bonfim,RR,3794
-60597,2.61,Cantá,RR,6994
-61128,1816,Caracaraí,RR,116
-59696,884,Caroebe,RR,8553
-61041,2182,Iracema,RR,5172
-60.9,2.43,Mucajaí,RR,7240
-59623,3881,Normandia,RR,1351
-61146,4431,Pacaraima,RR,4171
-60418,946,Rorainópolis,RR,5946
-59911,951,São João da Baliza,RR,8724
-60159,1005,São Luiz,RR,2693
-60168,4596,Uiramutã,RR,1296
-52034,-28177,Água Santa,RS,8788
-53.24,-29645,Agudo,RS,6095
-53771,-28239,Ajuricaba,RS,8524
-54764,-27655,Alecrim,RS,3379
-55792,-29783,Alegrete,RS,564
-54057,-27827,Alegria,RS,7701
-53035,-27249,Alpestre,RS,6579
-52.99,-28773,Alto Alegre,RS,1463
-51312,-29392,Alto Feliz,RS,8368
-51084,-29.99,Alvorada,RS,6661
-52253,-30875,Amaral Ferrador,RS,4314
-53182,-27361,Ametista do Sul,RS,4898
-51571,-28631,André da Rocha,RS,9847
-52005,-28.97,Anta Gorda,RS,284
-51283,-28858,Antônio Prado,RS,4427
-51498,-30915,Arambaré,RS,8006
-50925,-29614,Araricá,RS,4187
-52.3,-27394,Aratiba,RS,5699
-51945,-29401,Arroio do Meio,RS,160
-49889,-29551,Arroio do Sal,RS,4157
-53093,-29333,Arroio do Tigre,RS,3742
-51729,-30077,Arroio dos Ratos,RS,5400
-53087,-32238,Arroio Grande,RS,893
-52175,-28872,Arvorezinha,RS,7046
-53992,-28517,Augusto Pestana,RS,7909
-52049,-27698,Áurea,RS,7990
-54107,-31331,Bagé,RS,5755
-50233,-30247,Balneário Pinhal,RS,4513
-51496,-29377,Barão,RS,3935
-52.38,-27621,Barão de Cotegipe,RS,4690
-51734,-30388,Barão do Triunfo,RS,9578
-53.71,-27192,Barra do Guarita,RS,7205
-57555,-30207,Barra do Quaraí,RS,8333
-51301,-30291,Barra do Ribeiro,RS,4526
-52.41,-27409,Barra do Rio Azul,RS,6244
-53039,-27923,Barra Funda,RS,411
-51461,-27672,Barracão,RS,8654
-52583,-29093,Barros Cassal,RS,5718
-52598,-27.51,Benjamin Constant do Sul,RS,7485
-51519,-29171,Bento Gonçalves,RS,9613
-53314,-27663,Boa Vista das Missões,RS,9405
-54.11,-27669,Boa Vista do Buricá,RS,4070
-51676,-29351,Boa Vista do Sul,RS,2773
-50417,-28668,Bom Jesus,RS,9713
-51353,-29489,Bom Princípio,RS,8496
-53866,-27544,Bom Progresso,RS,9867
-51943,-29609,Bom Retiro do Sul,RS,6914
-52429,-29304,Boqueirão do Leão,RS,8421
-54.9,-28.73,Bossoroca,RS,9445
-53739,-27614,Braga,RS,4871
-51593,-29551,Brochier,RS,8620
-51962,-30.12,Butiá,RS,1689
-53491,-30512,Caçapava do Sul,RS,3572
-54825,-29884,Cacequi,RS,814
-52894,-30039,Cachoeira do Sul,RS,1441
-51094,-29951,Cachoeirinha,RS,8644
-51.66,-27.77,Cacique Doble,RS,8138
-54638,-28288,Caibaté,RS,4661
-53432,-27274,Caiçara,RS,1439
-51812,-30851,Camaquã,RS,7049
-52202,-28587,Camargo,RS,5632
-50145,-29048,Cambará do Sul,RS,3520
-51093,-28795,Campestre da Serra,RS,7720
-54839,-27989,Campina das Missões,RS,8225
-52628,-27716,Campinas do Sul,RS,1075
-51053,-29679,Campo Bom,RS,6807
-53803,-27675,Campo Novo,RS,9772
-52999,-28886,Campos Borges,RS,9141
-52789,-29669,Candelária,RS,9571
-54752,-27952,Cândido Godói,RS,6158
-53673,-31558,Candiota,RS,5396
-50816,-29366,Canela,RS,51
-52676,-31395,Canguçu,RS,2999
-51184,-29918,Canoas,RS,1365
-50.03,-29761,Capão da Canoa,RS,6818
-52484,-31763,Capão do Leão,RS,2621
-51325,-29.7,Capela de Santana,RS,3167
-51989,-29269,Capitão,RS,1526
-50515,-30145,Capivari do Sul,RS,1843
-50435,-29.79,Caraá,RS,6740
-52786,-28284,Carazinho,RS,5309
-51504,-29298,Carlos Barbosa,RS,5794
-51914,-27718,Carlos Gomes,RS,144
-51978,-28561,Casca,RS,708
-51.69,-28269,Caseiros,RS,8166
-54012,-28.25,Catuípe,RS,7077
-51179,-29168,Caxias do Sul,RS,1870
-51999,-27761,Centenário,RS,9731
-52813,-31856,Cerrito,RS,8667
-52934,-29654,Cerro Branco,RS,4975
-53167,-27606,Cerro Grande,RS,8777
-51739,-30.59,Cerro Grande do Sul,RS,2425
-54738,-28149,Cerro Largo,RS,6245
-53068,-28055,Chapada,RS,1602
-51625,-29955,Charqueadas,RS,2234
-52015,-27952,Charrua,RS,3809
-53941,-27923,Chiapetta,RS,510
-53457,-33691,Chuí,RS,3302
-51978,-30758,Chuvisca,RS,1609
-50234,-30161,Cidreira,RS,4872
-51876,-28344,Ciríaco,RS,7356
-51.87,-29388,Colinas,RS,8074
-52994,-28524,Colorado,RS,1520
-53487,-28208,Condor,RS,2067
-52992,-27735,Constantina,RS,3349
-52783,-28119,Coqueiros do Sul,RS,8115
-54066,-28383,Coronel Barros,RS,7028
-53701,-27716,Coronel Bicaco,RS,1302
-51696,-28994,Cotiporã,RS,7348
-52296,-28127,Coxilha,RS,7642
-54101,-27.5,Crissiumal,RS,3397
-52.05,-31003,Cristal,RS,6523
-53246,-27454,Cristal do Sul,RS,9240
-53606,-28639,Cruz Alta,RS,7115
-51985,-29513,Cruzeiro do Sul,RS,2873
-51848,-28388,David Canabarro,RS,8672
-53861,-27265,Derrubadas,RS,5354
-55068,-28213,Dezesseis de Novembro,RS,5707
-54208,-29706,Dilermando de Aguiar,RS,2982
-51085,-29.58,Dois Irmãos,RS,6129
-53531,-27659,Dois Irmãos das Missões,RS,551
-51836,-28984,Dois Lajeados,RS,1683
-52108,-30704,Dom Feliciano,RS,2071
-54673,-30983,Dom Pedrito,RS,3277
-49.85,-29369,Dom Pedro de Alcântara,RS,5439
-53357,-29622,Dona Francisca,RS,7699
-54361,-27506,Doutor Maurício Cardoso,RS,8497
-51992,-29086,Doutor Ricardo,RS,7115
-51616,-30084,Eldorado do Sul,RS,6982
-51.87,-29236,Encantado,RS,4560
-52522,-30544,Encruzilhada do Sul,RS,3106
-52913,-27708,Engenho Velho,RS,6968
